,Adj Close,Adj Close,Adj Close,Close,Close,Close,High,High,High,Low,Low,Low,Open,Open,Open,Volume,Volume,Volume
,F,GM,TSLA,F,GM,TSLA,F,GM,TSLA,F,GM,TSLA,F,GM,TSLA,F,GM,TSLA
Date,,,,,,,,,,,,,,,,,,
2019-03-18,7.9059295654296875,36.36537170410156,53.89799880981445,8.569999694824219,37.97999954223633,53.89799880981445,8.569999694824219,38.2400016784668,55.61000061035156,8.420000076293945,37.619998931884766,53.459999084472656,8.449999809265137,38.18000030517578,55.20000076293945,37198300,7583800,51405000
2019-03-19,8.025856018066406,36.64304733276367,53.49399948120117,8.699999809265137,38.27000045776367,53.49399948120117,8.869999885559082,38.75,54.65999984741211,8.609999656677246,38.040000915527344,52.69200134277344,8.609999656677246,38.310001373291016,53.5,57293600,9003300,59003000
2019-03-20,7.850579738616943,35.42703628540039,54.720001220703125,8.510000228881836,37.0,54.720001220703125,8.670000076293945,37.939998626708984,54.99399948120117,8.479999542236328,36.779998779296875,53.2599983215332,8.670000076293945,37.7400016784668,53.9379997253418,54539700,11680000,34541000
2019-03-21,8.016631126403809,35.762149810791016,54.80400085449219,8.6899995803833,37.349998474121094,54.80400085449219,8.6899995803833,37.380001068115234,55.290000915527344,8.489999771118164,36.779998779296875,53.689998626708984,8.5,37.0,54.52000045776367,46843100,8168100,29735500
2019-03-22,7.878254413604736,34.890846252441406,52.90599822998047,8.539999961853027,36.439998626708984,52.90599822998047,8.670000076293945,37.29999923706055,54.560001373291016,8.520000457763672,36.279998779296875,52.79999923706055,8.630000114440918,37.09000015258789,54.51599884033203,41964000,10049500,43728000
2019-03-25,7.850579738616943,35.18766403198242,52.08399963378906,8.510000228881836,36.75,52.08399963378906,8.649999618530273,37.029998779296875,52.63600158691406,8.470000267028809,36.2599983215332,50.891998291015625,8.5600004196167,36.47999954223633,51.94200134277344,45849500,6922200,51075000
2019-03-26,8.081207275390625,35.30255889892578,53.55400085449219,8.760000228881836,36.869998931884766,53.55400085449219,8.760000228881836,36.97999954223633,54.051998138427734,8.539999961853027,36.560001373291016,52.88600158691406,8.539999961853027,36.93000030517578,52.88800048828125,47852100,6867200,36754500
2019-03-27,7.952056407928467,35.053619384765625,54.965999603271484,8.619999885559082,36.61000061035156,54.965999603271484,8.859999656677246,37.2400016784668,55.07400131225586,8.619999885559082,36.470001220703125,53.63600158691406,8.75,36.91999816894531,53.75,39895800,7006500,43896000
2019-03-28,8.090433120727539,35.4844856262207,55.7239990234375,8.770000457763672,37.060001373291016,55.7239990234375,8.829999923706055,37.22999954223633,56.066001892089844,8.640000343322754,36.65999984741211,55.02000045776367,8.649999618530273,36.70000076293945,55.43199920654297,38914700,5591300,33870500
2019-03-29,8.09965705871582,35.52278518676758,55.97200012207031,8.779999732971191,37.099998474121094,55.97200012207031,8.890000343322754,37.400001525878906,56.03200149536133,8.710000038146973,36.91999816894531,54.900001525878906,8.800000190734863,37.310001373291016,55.7400016784668,33962800,9432600,29956500
2019-04-01,8.284159660339355,36.15472412109375,57.83599853515625,8.979999542236328,37.7599983215332,57.83599853515625,9.0,37.81999969482422,57.84000015258789,8.859999656677246,37.33000183105469,56.25600051879883,8.859999656677246,37.400001525878906,56.52399826049805,45653100,7145600,40552000
2019-04-02,8.311836242675781,36.20260238647461,57.17599868774414,9.010000228881836,37.810001373291016,57.17599868774414,9.029999732971191,38.0099983215332,57.88800048828125,8.90999984741211,37.61000061035156,56.7760009765625,8.949999809265137,37.83000183105469,57.65999984741211,30699400,5667100,27394500
2019-04-03,8.42253589630127,36.7579460144043,58.36199951171875,9.130000114440918,38.38999938964844,58.36199951171875,9.270000457763672,38.63999938964844,59.23400115966797,9.0600004196167,38.22999954223633,57.433998107910156,9.069999694824219,38.25,57.4640007019043,56663600,8815300,39597000
2019-04-04,8.524014472961426,37.14093780517578,53.555999755859375,9.239999771118164,38.790000915527344,53.555999755859375,9.300000190734863,38.939998626708984,54.2400016784668,9.180000305175781,38.38999938964844,52.11800003051758,9.210000038146973,38.400001525878906,52.37799835205078,39483100,7116100,118603500
2019-04-05,8.53323745727539,37.2845573425293,54.992000579833984,9.25,38.939998626708984,54.992000579833984,9.270000457763672,39.0099983215332,55.220001220703125,9.079999923706055,38.58000183105469,53.22200012207031,9.170000076293945,38.849998474121094,53.97200012207031,37854700,4497800,65191500
2019-04-08,8.579363822937012,37.39945983886719,54.63999938964844,9.300000190734863,39.060001373291016,54.63999938964844,9.319999694824219,39.09000015258789,56.231998443603516,9.170000076293945,38.7599983215332,54.0880012512207,9.180000305175781,38.77000045776367,55.53799819946289,26221100,5992400,52052000
2019-04-09,8.496338844299316,37.20796203613281,54.46200180053711,9.210000038146973,38.86000061035156,54.46200180053711,9.359999656677246,39.08000183105469,55.0,9.170000076293945,38.70000076293945,53.922000885009766,9.270000457763672,38.849998474121094,54.33000183105469,29879100,6528900,29520000
2019-04-10,8.607038497924805,37.58137893676758,55.21200180053711,9.329999923706055,39.25,55.21200180053711,9.350000381469727,39.41999816894531,55.67599868774414,9.199999809265137,38.779998779296875,54.577999114990234,9.229999542236328,38.88999938964844,55.347999572753906,28469500,5471100,35306500
2019-04-11,8.66239070892334,37.657981872558594,53.683998107910156,9.390000343322754,39.33000183105469,53.683998107910156,9.40999984741211,39.59000015258789,54.099998474121094,9.329999923706055,39.130001068115234,53.119998931884766,9.350000381469727,39.380001068115234,53.65999984741211,26488100,4581500,49179500
2019-04-12,8.71773910522461,38.02183151245117,53.540000915527344,9.449999809265137,39.709999084472656,53.540000915527344,9.600000381469727,40.04999923706055,54.38999938964844,9.4399995803833,39.529998779296875,53.36600112915039,9.470000267028809,39.599998474121094,54.04399871826172,38646000,4949700,33730000
2019-04-15,8.607038497924805,37.88777542114258,53.2760009765625,9.329999923706055,39.56999969482422,53.2760009765625,9.5,40.0099983215332,53.7760009765625,9.260000228881836,39.349998474121094,51.72600173950195,9.479999542236328,39.900001525878906,53.72600173950195,41206700,5179400,50193000
2019-04-16,8.634713172912598,37.97395706176758,54.672000885009766,9.359999656677246,39.65999984741211,54.672000885009766,9.399999618530273,39.90999984741211,55.0,9.239999771118164,39.459999084472656,52.944000244140625,9.319999694824219,39.560001373291016,53.150001525878906,40950000,5985300,36364500
2019-04-17,8.76386547088623,38.28992462158203,54.24599838256836,9.5,39.9900016784668,54.24599838256836,9.579999923706055,40.2599983215332,54.95800018310547,9.390000343322754,39.880001068115234,53.70800018310547,9.399999618530273,40.099998474121094,54.95000076293945,30688300,8643500,25632500
2019-04-18,8.809991836547852,38.58674240112305,54.652000427246094,9.550000190734863,40.29999923706055,54.652000427246094,9.619999885559082,40.45000076293945,54.96799850463867,9.479999542236328,39.97999954223633,53.95000076293945,9.520000457763672,40.0,54.24599838256836,29843000,10678000,29381500
2019-04-22,8.76386547088623,37.82075500488281,52.54999923706055,9.5,39.5,52.54999923706055,9.579999923706055,40.099998474121094,53.93600082397461,9.460000038146973,39.4900016784668,52.49599838256836,9.579999923706055,40.0,53.79999923706055,38718500,7203800,60735500
2019-04-23,8.904462814331055,38.13672637939453,52.779998779296875,9.5,39.83000183105469,52.779998779296875,9.510000228881836,39.84000015258789,53.119998931884766,9.300000190734863,39.18000030517578,51.150001525878906,9.359999656677246,39.400001525878906,52.029998779296875,39493700,9507500,54719500
2019-04-24,8.970074653625488,38.031402587890625,51.731998443603516,9.569999694824219,39.720001220703125,51.731998443603516,9.609999656677246,39.88999938964844,53.06399917602539,9.399999618530273,39.369998931884766,51.599998474121094,9.449999809265137,39.5099983215332,52.77000045776367,39796300,5564700,53637500
2019-04-25,8.810730934143066,37.44733428955078,49.5260009765625,9.399999618530273,39.11000061035156,49.5260009765625,9.529999732971191,39.720001220703125,51.79999923706055,9.34000015258789,38.95000076293945,49.2140007019043,9.520000457763672,39.52000045776367,51.0,52596700,8154600,109247000
2019-04-26,9.757416725158691,37.993099212646484,47.02799987792969,10.40999984741211,39.68000030517578,47.02799987792969,10.449999809265137,40.099998474121094,49.33599853515625,9.949999809265137,39.439998626708984,46.22600173950195,10.029999732971191,40.04999923706055,49.29999923706055,156136700,11830500,111803500
2019-04-29,9.67305850982666,38.30907440185547,48.29399871826172,10.319999694824219,40.0099983215332,48.29399871826172,10.390000343322754,40.279998779296875,48.79600143432617,10.069999694824219,39.689998626708984,46.433998107910156,10.359999656677246,39.75,47.172000885009766,62500500,9601100,83572500
2019-04-30,9.794909477233887,37.29413604736328,47.737998962402344,10.449999809265137,38.95000076293945,47.737998962402344,10.5,39.470001220703125,48.84199905395508,10.270000457763672,38.560001373291016,47.400001525878906,10.289999961853027,38.91999816894531,48.4119987487793,46079300,16035500,47323000
2019-05-01,9.654311180114746,37.102638244628906,46.801998138427734,10.300000190734863,38.75,46.801998138427734,10.5,39.20000076293945,48.0,10.289999961853027,38.65999984741211,46.29999923706055,10.479999542236328,39.0,47.77000045776367,41805500,8843300,53522000
2019-05-02,9.691804885864258,36.62389373779297,48.81999969482422,10.34000015258789,38.25,48.81999969482422,10.350000381469727,38.84000015258789,49.42599868774414,10.199999809265137,38.20000076293945,47.54399871826172,10.300000190734863,38.459999084472656,49.104000091552734,34508400,11291900,90796500
2019-05-03,9.757416725158691,37.1505126953125,51.00600051879883,10.40999984741211,38.79999923706055,51.00600051879883,10.449999809265137,38.900001525878906,51.321998596191406,10.300000190734863,38.16999816894531,48.698001861572266,10.369999885559082,38.540000915527344,48.77199935913086,36291200,7201000,118534000
2019-05-06,9.719922065734863,36.47069549560547,51.06800079345703,10.369999885559082,38.09000015258789,51.06800079345703,10.420000076293945,38.16999816894531,51.66999816894531,10.119999885559082,37.25,49.70000076293945,10.119999885559082,37.5,50.00400161743164,28640600,7506200,54169500
2019-05-07,9.729296684265137,36.891990661621094,49.4119987487793,10.380000114440918,38.529998779296875,49.4119987487793,10.40999984741211,38.88999938964844,51.44200134277344,10.300000190734863,38.27000045776367,49.02000045776367,10.329999923706055,38.86000061035156,51.36000061035156,41154500,11257000,50657000
2019-05-08,9.691804885864258,36.585594177246094,48.96799850463867,10.34000015258789,38.209999084472656,48.96799850463867,10.449999809265137,38.779998779296875,50.119998931884766,10.3100004196167,38.13999938964844,48.84000015258789,10.380000114440918,38.41999816894531,49.38800048828125,33472200,7082900,30882000
2019-05-09,9.56058120727539,35.98237991333008,48.395999908447266,10.199999809265137,37.58000183105469,48.395999908447266,10.300000190734863,37.66999816894531,48.736000061035156,10.069999694824219,37.220001220703125,47.38800048828125,10.260000228881836,37.59000015258789,48.400001525878906,43621300,8898600,33557000
2019-05-10,9.729296684265137,36.27920150756836,47.90399932861328,10.380000114440918,37.88999938964844,47.90399932861328,10.40999984741211,37.97999954223633,48.39799880981445,10.199999809265137,37.040000915527344,47.20399856567383,10.319999694824219,37.5,47.95000076293945,37629500,6440600,35041500
2019-05-13,9.448104858398438,35.00574493408203,45.402000427246094,10.079999923706055,36.560001373291016,45.402000427246094,10.260000228881836,37.119998931884766,46.49399948120117,10.039999961853027,36.45000076293945,44.900001525878906,10.170000076293945,36.849998474121094,46.402000427246094,51102100,19454800,54174000
2019-05-14,9.598073959350586,35.465335845947266,46.46200180053711,10.239999771118164,37.040000915527344,46.46200180053711,10.289999961853027,37.38999938964844,46.900001525878906,10.130000114440918,36.68000030517578,45.599998474121094,10.149999618530273,36.810001373291016,45.86000061035156,31297200,6534600,36262000
2019-05-15,9.710552215576172,35.781307220458984,46.38999938964844,10.359999656677246,37.369998931884766,46.38999938964844,10.399999618530273,37.560001373291016,46.487998962402344,10.039999961853027,36.47999954223633,45.04999923706055,10.210000038146973,36.630001068115234,45.86399841308594,44050200,8190400,36480000
2019-05-16,9.748043060302734,35.79088592529297,45.66600036621094,10.399999618530273,37.380001068115234,45.66600036621094,10.4399995803833,37.619998931884766,46.20000076293945,10.300000190734863,37.130001068115234,45.29999923706055,10.300000190734863,37.29999923706055,45.89799880981445,32697000,5734600,37416500
2019-05-17,9.644939422607422,35.42703628540039,42.20600128173828,10.289999961853027,37.0,42.20600128173828,10.4399995803833,37.36000061035156,44.448001861572266,10.239999771118164,36.849998474121094,41.784000396728516,10.319999694824219,37.0099983215332,44.391998291015625,34565400,7970000,88933500
2019-05-20,9.635565757751465,35.398311614990234,41.071998596191406,10.279999732971191,36.970001220703125,41.071998596191406,10.300000190734863,37.0,41.20000076293945,10.199999809265137,36.63999938964844,39.04999923706055,10.300000190734863,36.65999984741211,40.560001373291016,29535900,17521900,102631000
2019-05-21,9.598073959350586,35.551509857177734,41.01599884033203,10.239999771118164,37.130001068115234,41.01599884033203,10.3100004196167,37.2400016784668,41.47999954223633,10.149999618530273,36.72999954223633,39.20800018310547,10.3100004196167,37.0,39.551998138427734,30099300,8387600,90019500
2019-05-22,9.345000267028809,34.03868103027344,38.54600143432617,9.970000267028809,35.54999923706055,38.54600143432617,10.210000038146973,37.04999923706055,40.78799819946289,9.930000305175781,35.40999984741211,38.35599899291992,10.170000076293945,37.0,39.81999969482422,51407200,13264100,93426000
2019-05-23,9.232522010803223,33.636539459228516,39.097999572753906,9.850000381469727,35.130001068115234,39.097999572753906,9.850000381469727,35.18000030517578,39.89400100708008,9.670000076293945,34.349998474121094,37.24399948120117,9.850000381469727,35.150001525878906,38.86800003051758,43153800,13746200,132735500
2019-05-24,9.213775634765625,33.62696075439453,38.125999450683594,9.829999923706055,35.119998931884766,38.125999450683594,9.949999809265137,35.41999816894531,39.99599838256836,9.800000190734863,34.869998931884766,37.75,9.920000076293945,35.400001525878906,39.965999603271484,22131500,5262500,70683000
2019-05-28,9.166909217834473,33.36843490600586,37.7400016784668,9.779999732971191,34.849998474121094,37.7400016784668,9.899999618530273,35.34000015258789,39.0,9.770000457763672,34.709999084472656,37.56999969482422,9.869999885559082,35.20000076293945,38.2400016784668,27656200,7895400,51564500
2019-05-29,9.101298332214355,33.31098937988281,37.97200012207031,9.710000038146973,34.790000915527344,37.97200012207031,9.75,34.849998474121094,38.47800064086914,9.550000190734863,34.31999969482422,37.007999420166016,9.6899995803833,34.66999816894531,37.41999816894531,32262600,12911200,59843000
2019-05-30,9.129417419433594,33.33971405029297,37.64400100708008,9.739999771118164,34.81999969482422,37.64400100708008,9.84000015258789,35.09000015258789,38.45199966430664,9.680000305175781,34.47999954223633,37.40399932861328,9.739999771118164,34.7599983215332,37.75,24759600,8550000,39632500
2019-05-31,8.923208236694336,31.922632217407227,37.03200149536133,9.520000457763672,33.34000015258789,37.03200149536133,9.539999961853027,33.70000076293945,37.98400115966797,9.319999694824219,33.150001525878906,36.81999969482422,9.479999542236328,33.29999923706055,37.02000045776367,48250400,15779900,52033500
2019-06-03,9.007567405700684,32.267330169677734,35.79399871826172,9.609999656677246,33.70000076293945,35.79399871826172,9.649999618530273,33.83000183105469,37.33599853515625,9.460000038146973,33.08000183105469,35.39799880981445,9.619999885559082,33.349998474121094,37.10200119018555,39446800,11019400,65322000
2019-06-04,9.29813289642334,34.21102523803711,38.720001220703125,9.920000076293945,35.72999954223633,38.720001220703125,9.949999809265137,35.77000045776367,38.79600143432617,9.720000267028809,34.29999923706055,35.922000885009766,9.729999542236328,34.380001068115234,36.220001220703125,37324100,12875700,69037500
2019-06-05,9.166909217834473,34.316349029541016,39.31800079345703,9.779999732971191,35.84000015258789,39.31800079345703,9.920000076293945,36.13999938964844,40.25600051879883,9.649999618530273,35.33000183105469,38.369998931884766,9.869999885559082,36.040000915527344,39.736000061035156,42464800,9605600,67554000
2019-06-06,9.138790130615234,34.055057525634766,41.189998626708984,9.75,35.189998626708984,41.189998626708984,9.819999694824219,35.439998626708984,42.20000076293945,9.65999984741211,34.459999084472656,40.36000061035156,9.720000267028809,35.09000015258789,40.88800048828125,28291100,9749200,101211000
2019-06-07,9.148163795471191,34.34538269042969,40.900001525878906,9.760000228881836,35.4900016784668,40.900001525878906,9.819999694824219,35.54999923706055,42.167999267578125,9.699999809265137,35.150001525878906,40.70000076293945,9.760000228881836,35.310001373291016,41.0,18848700,6561000,80017500
2019-06-10,9.204401969909668,34.848609924316406,42.57600021362305,9.819999694824219,36.0099983215332,42.57600021362305,10.029999732971191,36.5099983215332,43.38800048828125,9.760000228881836,35.88999938964844,41.801998138427734,9.890000343322754,36.130001068115234,42.04999923706055,33883400,8498000,52925000
2019-06-11,9.29813289642334,35.0324821472168,43.41999816894531,9.920000076293945,36.20000076293945,43.41999816894531,9.979999542236328,36.58000183105469,44.18000030517578,9.789999961853027,36.099998474121094,42.70000076293945,9.869999885559082,36.36000061035156,43.827999114990234,26434200,4652000,58267500
2019-06-12,9.232522010803223,34.51957321166992,41.85200119018555,9.850000381469727,35.66999816894531,41.85200119018555,9.930000305175781,36.2599983215332,44.67599868774414,9.84000015258789,35.560001373291016,41.79999923706055,9.899999618530273,36.2599983215332,44.59000015258789,21746700,5509500,75987500
2019-06-13,9.42935848236084,34.8582878112793,42.78200149536133,10.0600004196167,36.02000045776367,42.78200149536133,10.0600004196167,36.04999923706055,42.97999954223633,9.800000190734863,35.40999984741211,41.50199890136719,9.869999885559082,35.630001068115234,42.07600021362305,25555900,3917300,40841500
2019-06-14,9.354372024536133,34.5098991394043,42.98400115966797,9.979999542236328,35.65999984741211,42.98400115966797,10.039999961853027,35.9900016784668,43.33000183105469,9.9399995803833,35.540000915527344,42.08000183105469,10.010000228881836,35.880001068115234,42.25,21553200,4953400,37167000
2019-06-17,9.419983863830566,34.97441864013672,45.00600051879883,10.050000190734863,36.13999938964844,45.00600051879883,10.09000015258789,36.18000030517578,45.400001525878906,9.9399995803833,35.36000061035156,42.854000091552734,9.989999771118164,35.560001373291016,43.09600067138672,19383800,5454900,61584000
2019-06-18,9.466850280761719,35.516357421875,44.948001861572266,10.100000381469727,36.70000076293945,44.948001861572266,10.199999809265137,36.779998779296875,46.948001861572266,10.050000190734863,36.13999938964844,44.512001037597656,10.079999923706055,36.380001068115234,45.74399948120117,32591700,8226900,63579000
2019-06-19,9.410612106323242,35.59377670288086,45.2859992980957,10.039999961853027,36.779998779296875,45.2859992980957,10.180000305175781,37.470001220703125,45.55400085449219,10.029999732971191,36.75,44.21200180053711,10.149999618530273,37.0,45.02199935913086,29051300,10884800,32875500
2019-06-20,9.410612106323242,35.767974853515625,43.92399978637695,10.039999961853027,36.959999084472656,43.92399978637695,10.149999618530273,37.310001373291016,45.380001068115234,9.949999809265137,36.4900016784668,43.27000045776367,10.130000114440918,37.150001525878906,44.599998474121094,32086500,8639700,59317500
2019-06-21,9.36374568939209,35.72926330566406,44.37200164794922,9.989999771118164,36.91999816894531,44.37200164794922,10.050000190734863,37.099998474121094,44.43600082397461,9.90999984741211,36.650001525878906,43.099998474121094,10.029999732971191,36.959999084472656,43.24399948120117,47904000,13004600,41010500
2019-06-24,9.326251983642578,35.767974853515625,44.72800064086914,9.949999809265137,36.959999084472656,44.72800064086914,10.020000457763672,37.119998931884766,45.172000885009766,9.930000305175781,36.58000183105469,44.20399856567383,9.949999809265137,36.83000183105469,44.64799880981445,28091200,7449000,28754000
2019-06-25,9.223148345947266,36.46474838256836,43.95199966430664,9.84000015258789,37.68000030517578,43.95199966430664,9.989999771118164,37.880001068115234,45.06800079345703,9.829999923706055,36.7400016784668,43.89799880981445,9.970000267028809,37.060001373291016,44.87799835205078,28682000,12930500,30910500
2019-06-26,9.2887601852417,36.900238037109375,43.854000091552734,9.90999984741211,38.130001068115234,43.854000091552734,9.960000038146973,38.5,45.44599914550781,9.819999694824219,37.709999084472656,43.619998931884766,9.869999885559082,37.81999969482422,44.0620002746582,33739100,11911400,42536000
2019-06-27,9.56058120727539,37.0841064453125,44.56800079345703,10.199999809265137,38.31999969482422,44.56800079345703,10.239999771118164,38.9900016784668,44.58000183105469,10.0,38.15999984741211,43.470001220703125,10.039999961853027,38.599998474121094,43.88999938964844,42954600,8106600,31698500
2019-06-28,9.588699340820312,37.28733444213867,44.69200134277344,10.229999542236328,38.529998779296875,44.69200134277344,10.3100004196167,38.91999816894531,45.034000396728516,10.199999809265137,38.33000183105469,44.15999984741211,10.199999809265137,38.33000183105469,44.198001861572266,37551600,11480900,34257000
2019-07-01,9.513714790344238,37.500240325927734,45.433998107910156,10.149999618530273,38.75,45.433998107910156,10.430000305175781,38.9900016784668,46.619998931884766,10.069999694824219,38.43000030517578,45.25600051879883,10.34000015258789,38.93000030517578,46.04199981689453,38452600,10218000,41067000
2019-07-02,9.485596656799316,37.10346603393555,44.90999984741211,10.119999885559082,38.34000015258789,44.90999984741211,10.210000038146973,38.75,45.83000183105469,10.039999961853027,38.150001525878906,44.444000244140625,10.149999618530273,38.72999954223633,45.77799987792969,29708000,6679300,46295000
2019-07-03,9.56058120727539,36.92927169799805,46.97999954223633,10.199999809265137,38.15999984741211,46.97999954223633,10.300000190734863,38.689998626708984,48.31399917602539,10.130000114440918,37.9900016784668,46.902000427246094,10.180000305175781,38.5,47.87799835205078,19326600,4409400,71005500
2019-07-05,9.56058120727539,37.25830841064453,46.619998931884766,10.199999809265137,38.5,46.619998931884766,10.270000457763672,38.52000045776367,47.09000015258789,10.09000015258789,37.7400016784668,46.15999984741211,10.180000305175781,38.0,46.91400146484375,21397900,4851900,35328500
2019-07-08,9.56058120727539,36.997013092041016,46.06800079345703,10.199999809265137,38.22999954223633,46.06800079345703,10.260000228881836,38.63999938964844,46.45000076293945,10.180000305175781,38.119998931884766,45.731998443603516,10.199999809265137,38.40999984741211,46.24800109863281,23244100,5787300,29402500
2019-07-09,9.504343032836914,36.85185241699219,46.012001037597656,10.140000343322754,38.08000183105469,46.012001037597656,10.1899995803833,38.16999816894531,46.20000076293945,10.100000381469727,37.58000183105469,45.45600128173828,10.170000076293945,37.970001220703125,45.79399871826172,25140600,6204700,30954000
2019-07-10,9.476222038269043,36.8712043762207,47.784000396728516,10.109999656677246,38.099998474121094,47.784000396728516,10.260000228881836,38.470001220703125,47.78799819946289,10.109999656677246,37.869998931884766,46.62799835205078,10.1899995803833,38.349998474121094,46.83000183105469,29082200,5153100,45728500
2019-07-11,9.551207542419434,37.1905632019043,47.720001220703125,10.1899995803833,38.43000030517578,47.720001220703125,10.199999809265137,38.58000183105469,48.29999923706055,10.109999656677246,38.099998474121094,47.15999984741211,10.149999618530273,38.279998779296875,47.62799835205078,27667500,4598400,37572000
2019-07-12,9.832402229309082,37.945404052734375,49.01599884033203,10.489999771118164,39.209999084472656,49.01599884033203,10.5,39.40999984741211,49.07600021362305,10.239999771118164,38.52000045776367,47.94200134277344,10.239999771118164,38.599998474121094,47.95000076293945,40761600,7164700,46002500
2019-07-15,9.766789436340332,38.090572357177734,50.70000076293945,10.420000076293945,39.36000061035156,50.70000076293945,10.5600004196167,39.36000061035156,50.88399887084961,10.34000015258789,38.88999938964844,48.97200012207031,10.489999771118164,39.209999084472656,49.599998474121094,33753500,5448800,55000500
2019-07-16,9.85114860534668,38.1583137512207,50.47600173950195,10.510000228881836,39.43000030517578,50.47600173950195,10.510000228881836,39.70000076293945,50.70600128173828,10.289999961853027,38.650001525878906,49.58599853515625,10.369999885559082,38.9900016784668,49.86000061035156,29530500,8584800,40745000
2019-07-17,9.682432174682617,37.89701843261719,50.97200012207031,10.329999923706055,39.15999984741211,50.97200012207031,10.5,39.459999084472656,51.6619987487793,10.3100004196167,38.81999969482422,50.66999816894531,10.479999542236328,39.40999984741211,51.13399887084961,25204400,5727300,48823500
2019-07-18,9.6168212890625,37.858306884765625,50.70800018310547,10.260000228881836,39.119998931884766,50.70800018310547,10.3100004196167,39.279998779296875,51.150001525878906,10.180000305175781,38.869998931884766,50.37799835205078,10.300000190734863,38.970001220703125,51.0099983215332,25810600,5713800,23793000
2019-07-19,9.56058120727539,38.206695556640625,51.63600158691406,10.199999809265137,39.47999954223633,51.63600158691406,10.319999694824219,39.81999969482422,51.992000579833984,10.199999809265137,39.2400016784668,50.92399978637695,10.300000190734863,39.400001525878906,51.13800048828125,38505600,8194500,35242000
2019-07-22,9.532041549682617,38.57444381713867,51.13600158691406,10.020000457763672,39.86000061035156,51.13600158691406,10.170000076293945,40.369998931884766,52.43000030517578,10.0,39.77000045776367,50.8380012512207,10.130000114440918,39.959999084472656,51.75,36238600,6812800,34212000
2019-07-23,9.674736976623535,39.39702606201172,52.034000396728516,10.170000076293945,40.709999084472656,52.034000396728516,10.220000267028809,40.91999816894531,52.09600067138672,10.0600004196167,40.150001525878906,50.900001525878906,10.130000114440918,40.349998474121094,51.34199905395508,74624800,12584300,25115500
2019-07-24,9.826945304870605,39.56154251098633,52.97600173950195,10.329999923706055,40.880001068115234,52.97600173950195,10.350000381469727,40.90999984741211,53.2140007019043,10.140000343322754,40.33000183105469,51.63199996948242,10.180000305175781,40.59000015258789,51.83399963378906,61107500,7318200,55364000
2019-07-25,9.094443321228027,39.43573760986328,45.763999938964844,9.5600004196167,40.75,45.763999938964844,9.779999732971191,40.81999969482422,46.900001525878906,9.399999618530273,40.119998931884766,45.11000061035156,9.75,40.34000015258789,46.70000076293945,133898600,8304800,112091500
2019-07-26,9.103957176208496,39.45509338378906,45.608001708984375,9.569999694824219,40.77000045776367,45.608001708984375,9.649999618530273,41.0,46.051998138427734,9.510000228881836,40.470001220703125,44.45000076293945,9.579999923706055,40.720001220703125,45.38399887084961,47710200,5705900,50138500
2019-07-29,9.132495880126953,39.36799621582031,47.15399932861328,9.600000381469727,40.68000030517578,47.15399932861328,9.680000305175781,40.880001068115234,47.1879997253418,9.520000457763672,40.560001373291016,45.20600128173828,9.600000381469727,40.709999084472656,45.417999267578125,36487800,5711200,46366500
2019-07-30,9.084930419921875,39.12605667114258,48.45199966430664,9.550000190734863,40.43000030517578,48.45199966430664,9.579999923706055,40.560001373291016,48.672000885009766,9.479999542236328,39.91999816894531,46.43600082397461,9.5600004196167,40.2599983215332,46.58000183105469,36944700,5436900,40545000
2019-07-31,9.06590461730957,39.03895950317383,48.321998596191406,9.529999732971191,40.34000015258789,48.321998596191406,9.579999923706055,40.720001220703125,49.33599853515625,9.399999618530273,40.11000061035156,47.33000183105469,9.569999694824219,40.599998474121094,48.599998474121094,56715500,10155700,45891000
2019-08-01,8.856619834899902,38.85508728027344,46.77000045776367,9.3100004196167,40.150001525878906,46.77000045776367,9.59000015258789,41.900001525878906,48.902000427246094,9.279999732971191,39.66999816894531,46.354000091552734,9.529999732971191,41.2599983215332,48.529998779296875,58060800,18102900,41297500
2019-08-02,8.828078269958496,38.49702072143555,46.86800003051758,9.279999732971191,39.779998779296875,46.86800003051758,9.34000015258789,40.22999954223633,47.25400161743164,9.210000038146973,39.59000015258789,45.84600067138672,9.260000228881836,39.90999984741211,46.27000045776367,41495200,9144900,30682500
2019-08-05,8.780513763427734,37.751853942871094,45.66400146484375,9.229999542236328,39.0099983215332,45.66400146484375,9.270000457763672,39.279998779296875,46.27399826049805,9.0600004196167,38.68000030517578,45.15599822998047,9.180000305175781,39.20000076293945,45.91999816894531,47963400,9478000,35141500
2019-08-06,9.018339157104492,37.819602966308594,46.150001525878906,9.479999542236328,39.08000183105469,46.150001525878906,9.510000228881836,39.310001373291016,46.5,9.359999656677246,38.650001525878906,45.150001525878906,9.420000076293945,39.15999984741211,46.375999450683594,51856100,7104500,27821000
2019-08-07,9.06590461730957,38.119598388671875,46.683998107910156,9.529999732971191,39.38999938964844,46.683998107910156,9.5600004196167,39.5,46.7140007019043,9.319999694824219,38.40999984741211,45.15999984741211,9.430000305175781,38.689998626708984,45.29999923706055,43042400,7924700,23882500
2019-08-08,9.094443321228027,38.80670166015625,47.65999984741211,9.5600004196167,40.099998474121094,47.65999984741211,9.619999885559082,40.20000076293945,47.959999084472656,9.510000228881836,39.369998931884766,46.529998779296875,9.5600004196167,39.5,46.88999938964844,25469000,6204200,26371500
